,zipcode,AGI_STUB,N1,A00100
2980,34117,21,6500,295585
2981,34119,21,12740,1524244
2982,34120,21,12940,769319
2983,34134,21,7090,2170167
2984,34135,21,16500,1577560
2985,34141,21,170,11760
2986,34142,21,7500,218416
2987,34145,21,7510,1611493
2988,34201,21,1900,375040
2989,34202,21,9880,1348363
2990,34203,21,15240,695211
2991,34205,21,13730,492861
2992,34207,21,12530,372594
2993,34208,21,13920,524747
2994,34209,21,15770,1035507
2995,34210,21,7320,395071
2996,34211,21,2370,220840
2997,34212,21,7130,641134
2998,34215,21,450,51453
2999,34217,21,2270,228024
3000,34219,21,9080,632659
3001,34221,21,16200,769668
3002,34222,21,5890,249726
3003,34223,21,7680,530967
3004,34224,21,6700,288387
3005,34228,21,3380,1406196
3006,34229,21,3650,630118
3007,34231,21,15550,1017377
3008,34232,21,16630,780115
3009,34233,21,8660,487648
3010,34234,21,8860,325553
3011,34235,21,6980,391262
3012,34236,21,6250,1322991
3013,34237,21,7700,256233
3014,34238,21,9460,890760
3015,34239,21,7620,785589
3016,34240,21,5170,622475
3017,34241,21,6500,588021
3018,34242,21,3960,1108942
3019,34243,21,13400,802721
3020,34251,21,2960,150705
3021,34266,21,8010,283955
3022,34269,21,1340,69543
3023,34275,21,7610,781995
3024,34285,21,8310,569160
3025,34286,21,8080,334864
3026,34287,21,9750,404234
3027,34288,21,4980,232834
3028,34289,21,890,45409
3029,34291,21,2960,137046
3030,34292,21,7090,526837
3031,34293,21,16540,871987
3032,34420,21,6330,224387
3033,34428,21,3550,159376
3034,34429,21,3680,186037
3035,34431,21,3110,120056
3036,34432,21,5100,225034
3037,34433,21,2720,109176
3038,34434,21,3400,135354
3039,34436,21,2950,109533
3040,34442,21,6100,366244
3041,34446,21,7060,321432
3042,34448,21,3890,153949
3043,34449,21,1150,43223
3044,34450,21,4230,191970
3045,34452,21,4850,176243
3046,34453,21,4050,162883
3047,34461,21,3830,240968
3048,34465,21,6900,335897
3049,34470,21,8310,285287
3050,34471,21,11320,789271
3051,34472,21,11420,379840
3052,34473,21,7500,265535
3053,34474,21,6820,287201
3054,34475,21,4350,124033
3055,34476,21,9770,491314
3056,34479,21,5620,205548
3057,34480,21,8170,516898
3058,34481,21,8800,411159
3059,34482,21,7730,388987
3060,34484,21,1860,108489
3061,34488,21,3820,125121
3062,34491,21,12190,538419
3063,34498,21,220,9215
3064,34601,21,8220,345154
3065,34602,21,3020,133313
3066,34604,21,3970,187595
3067,34606,21,11120,416878
3068,34607,21,3460,213093
3069,34608,21,12820,457048
3070,34609,21,16580,757296
3071,34610,21,5340,224753
3072,34613,21,7290,317324
3073,34614,21,2770,112656
3074,34637,21,2270,172472
3075,34638,21,9550,619618
3076,34639,21,11820,734326
3077,34652,21,10130,443782
3078,34653,21,12920,445414
3079,34654,21,9430,446736
3080,34655,21,18300,1109831
3081,34667,21,13260,549965
3082,34668,21,17410,541382
3083,34669,21,5540,215883
3084,34677,21,10920,860418
3085,34683,21,15330,1039054
3086,34684,21,13350,748960
3087,34685,21,8530,799782
3088,34688,21,4170,487620
3089,34689,21,11500,651325
3090,34690,21,5290,161656
3091,34691,21,8830,315272
3092,34695,21,8800,652079
3093,34698,21,18170,1101416
3094,34705,21,1100,45602
3095,34711,21,24750,1377515
3096,34714,21,7710,276184
3097,34715,21,6570,325366
3098,34731,21,4710,207809
3099,34734,21,2070,132794
3100,34736,21,6560,287614
3101,34737,21,1260,86964
3102,34739,21,300,11063
3103,34741,21,20370,536670
3104,34743,21,16380,456950
3105,34744,21,20780,802913
3106,34746,21,18290,649515
3107,34747,21,8520,641853
3108,34748,21,17340,798619
3109,34753,21,2300,71369
3110,34756,21,1560,104559
3111,34758,21,14510,420847
3112,34759,21,13680,502332
3113,34761,21,18640,890841
3114,34762,21,410,18181
3115,34769,21,10040,355505
3116,34771,21,6710,379111
3117,34772,21,10220,473030
3118,34773,21,1130,56635
3119,34785,21,4860,182250
3120,34786,21,14210,2881172
3121,34787,21,21700,1267557
3122,34788,21,7190,309949
3123,34797,21,640,41252
3124,34945,21,1660,86827
3125,34946,21,2580,78789
3126,34947,21,4960,125784
3127,34949,21,3410,295574
3128,34950,21,6180,151118
3129,34951,21,6260,262962
3130,34952,21,17840,766267
3131,34953,21,27750,1126092
3132,34956,21,3550,106921
3133,34957,21,10160,674323
3134,34972,21,6310,229638
3135,34974,21,8930,397981
3136,34981,21,1810,69395
3137,34982,21,10660,395306
3138,34983,21,17390,683192
3139,34984,21,6510,339525
3140,34986,21,11460,758033
3141,34987,21,3120,211026
3142,34990,21,13550,1410729
3143,34994,21,7300,404048
3144,34996,21,4910,1006978
3145,34997,21,19430,1258418
3146,35004,21,4930,257563
3147,35005,21,3370,130344
3148,35006,21,1300,59920
3149,35007,21,11800,630557
3150,35010,21,8660,384835
3151,35014,21,1610,65969
3152,35016,21,6960,330712
3153,35019,21,910,33562
3154,35020,21,10140,258401
3155,35022,21,9370,496461
3156,35023,21,10170,472662
3157,35031,21,2950,109416
3158,35033,21,1330,68724
3159,35034,21,1430,49437
3160,35035,21,580,29694
3161,35040,21,6960,348459
3162,35042,21,2150,91682
3163,35043,21,4390,330559
3164,35044,21,3130,122287
3165,35045,21,5510,223126
3166,35046,21,2500,118060
3167,35049,21,1560,69474
3168,35051,21,3390,184036
3169,35053,21,1020,58535
3170,35054,21,1710,107196
3171,35055,21,7750,355021
3172,35057,21,4970,233682
3173,35058,21,4110,187968
3174,35061,21,620,20371
3175,35062,21,3270,164667
3176,35063,21,1240,49022
3177,35064,21,4750,156718
3178,35068,21,3490,154050
3179,35071,21,7130,407161
3180,35072,21,1940,67189
3181,35073,21,1020,37422
3182,35077,21,5110,196890
3183,35078,21,870,41284
3184,35079,21,3430,165591
3185,35080,21,7090,474002
3186,35083,21,1190,45928
3187,35085,21,3390,136750
3188,35087,21,780,29552
3189,35089,21,790,23576
3190,35091,21,1050,66166
3191,35094,21,6310,332010
3192,35096,21,3340,152743
3193,35097,21,780,34720
3194,35098,21,550,21552
3195,35111,21,6740,413797
3196,35114,21,2820,177134
3197,35115,21,5140,214512
3198,35116,21,1960,112829
3199,35117,21,2680,158486
3200,35118,21,1370,62263
3201,35120,21,5870,283941
3202,35121,21,5950,281660
3203,35124,21,11410,792233
3204,35125,21,4350,180009
3205,35126,21,9470,485943
3206,35127,21,4280,213741
3207,35128,21,3970,214251
3208,35130,21,1230,52546
3209,35131,21,1500,57175
3210,35133,21,1580,70990
3211,35135,21,800,40141
3212,35136,21,690,27280
3213,35143,21,1230,57698
3214,35146,21,4160,238227
3215,35147,21,2190,148674
3216,35148,21,1170,46828
3217,35150,21,7280,282379
3218,35151,21,2930,129923
3219,35160,21,9790,369434
3220,35171,21,1390,64230
3221,35172,21,1120,43341
3222,35173,21,11830,907481
3223,35175,21,2130,117672
3224,35176,21,360,14141
3225,35178,21,1460,63652
3226,35179,21,3720,164559
3227,35180,21,5610,298513
3228,35183,21,270,12226
3229,35184,21,2070,90332
3230,35186,21,1970,112427
3231,35188,21,1130,58259
3232,35203,21,1330,149614
3233,35204,21,4030,93357
3234,35205,21,8030,382304
3235,35206,21,6790,195605
3236,35207,21,3650,88274
3237,35208,21,6600,176744
3238,35209,21,12500,963666
3239,35210,21,6600,341911
3240,35211,21,11520,320506
3241,35212,21,5120,160013
3242,35213,21,6840,1334425
3243,35214,21,8320,302345
3244,35215,21,20090,665407
3245,35216,21,16720,1295827
3246,35217,21,5480,166190
3247,35218,21,3000,69070
3248,35221,21,2050,51132
3249,35222,21,3850,283403
3250,35223,21,5250,1661972
3251,35224,21,2420,67384
3252,35226,21,15630,1408605
3253,35228,21,4580,129200
3254,35233,21,530,31505
3255,35234,21,2300,50530
3256,35235,21,8960,384856
3257,35242,21,24020,2967024
3258,35243,21,9330,1153149
3259,35244,21,15390,1420886
3260,35401,21,9800,295848
3261,35404,21,7690,293153
3262,35405,21,17340,806402
3263,35406,21,6240,811674
3264,35441,21,460,15974
3265,35442,21,1980,64798
3266,35443,21,710,17878
3267,35444,21,1500,73363
3268,35446,21,790,34651
3269,35447,21,1350,46698
3270,35452,21,1560,74225
3271,35453,21,4750,205824
3272,35456,21,1720,71328
3273,35458,21,230,9956
3274,35459,21,330,10610
3275,35460,21,210,6043
3276,35461,21,720,28715
3277,35462,21,1930,64195
3278,35463,21,780,33270
3279,35464,21,250,5228
3280,35466,21,2280,101551
3281,35469,21,130,5015
3282,35470,21,1970,79649
3283,35473,21,6790,362604
3284,35474,21,2720,120538
3285,35475,21,6420,466047
3286,35476,21,3950,136988
3287,35480,21,630,30922
3288,35481,21,1320,50136
3289,35490,21,1670,81115
3290,35501,21,3800,152091
3291,35503,21,3310,149585
3292,35504,21,5130,317582
3293,35540,21,940,34326
3294,35541,21,1270,67521
3295,35542,21,390,17466
3296,35543,21,370,12076
3297,35544,21,250,9328
3298,35546,21,1440,62376
3299,35548,21,600,20007
3300,35549,21,1370,48922
3301,35550,21,1980,81902
3302,35552,21,330,12754
3303,35553,21,1700,64997
3304,35554,21,420,16826
3305,35555,21,3730,156494
3306,35563,21,1530,65908
3307,35564,21,790,25458
3308,35565,21,4850,181977
3309,35570,21,3900,148998
3310,35571,21,330,12176
3311,35572,21,390,15921
3312,35574,21,530,23291
3313,35575,21,390,15705
3314,35576,21,1110,47173
3315,35578,21,1910,74545
3316,35579,21,1190,49391
3317,35580,21,1470,63614
3318,35581,21,1870,66315
3319,35582,21,1770,79624
3320,35585,21,640,24414
3321,35586,21,1610,60620
3322,35587,21,320,14635
3323,35592,21,1730,68335
3324,35593,21,660,26070
3325,35594,21,2840,133541
3326,35601,21,14610,608123
3327,35603,21,13580,882709
3328,35610,21,740,31799
3329,35611,21,10270,445713
3330,35613,21,8510,585801
3331,35614,21,2910,123074
3332,35616,21,1490,58360
3333,35618,21,800,31185
3334,35619,21,2050,89831
3335,35620,21,3570,164090
3336,35621,21,1170,50595
3337,35622,21,2720,109855
3338,35630,21,12580,509489
3339,35633,21,8530,417932
3340,35634,21,4430,325650
3341,35640,21,10570,558486
3342,35643,21,1380,50221
3343,35645,21,5540,341288
3344,35646,21,1890,79388
3345,35647,21,440,19123
3346,35648,21,1550,69465
3347,35650,21,5430,244442
3348,35651,21,430,17956
3349,35652,21,3390,168881
3350,35653,21,4910,193164
3351,35654,21,3090,114437
3352,35660,21,4080,145177
3353,35661,21,7510,416037
3354,35670,21,3130,148875
3355,35671,21,910,39982
3356,35672,21,2550,110223
3357,35673,21,3300,162214
3358,35674,21,7660,352584
3359,35677,21,710,27463
3360,35739,21,2100,93313
3361,35740,21,1360,53793
3362,35741,21,1400,151343
3363,35744,21,920,33239
3364,35746,21,320,11793
3365,35747,21,2300,111876
3366,35748,21,2810,198897
3367,35749,21,10170,656331
3368,35750,21,5660,265057
3369,35752,21,890,34348
3370,35754,21,2070,103390
3371,35755,21,250,11826
3372,35756,21,5680,434563
3373,35757,21,6570,470989
3374,35758,21,20340,1695520
3375,35759,21,3460,221783
3376,35760,21,2080,94006
3377,35761,21,4940,278295
3378,35763,21,6830,719357
3379,35764,21,230,8822
3380,35765,21,1450,53253
3381,35768,21,4860,207415
3382,35769,21,4020,246898
3383,35771,21,1390,52592
3384,35772,21,1920,75580
3385,35773,21,5360,259774
3386,35775,21,270,10472
3387,35776,21,1430,55535
3388,35801,21,10040,1074227
3389,35802,21,10950,936095
3390,35803,21,12830,916832
3391,35805,21,9380,237194
3392,35806,21,9750,676840
3393,35808,21,430,33199
3394,35810,21,13850,450817
3395,35811,21,12370,708645
3396,35816,21,6030,156237
3397,35824,21,3320,251401
3398,35901,21,7480,388780
3399,35903,21,7230,262405
3400,35904,21,5420,189036
3401,35905,21,2700,124195
3402,35906,21,4300,222249
3403,35907,21,3670,212479
3404,35950,21,9130,331306
3405,35951,21,4850,172703
3406,35952,21,2650,101483
3407,35953,21,2860,128277
3408,35954,21,4720,164911
3409,35956,21,3330,130455
3410,35957,21,6450,233783
3411,35958,21,1200,45491
3412,35959,21,1740,71450
3413,35960,21,3660,157560
3414,35961,21,2250,75233
3415,35962,21,2620,85640
3416,35963,21,590,19762
3417,35966,21,1340,49078
3418,35967,21,6060,264102
3419,35968,21,2260,93985
3420,35971,21,1710,66288
3421,35972,21,450,19477
3422,35973,21,990,37021
3423,35974,21,680,23974
3424,35975,21,350,12974
3425,35976,21,6930,395671
3426,35978,21,2000,79236
3427,35979,21,510,17869
3428,35980,21,1820,59445
3429,35981,21,790,29162
3430,35983,21,1380,60401
3431,35984,21,760,32456
3432,35986,21,3040,127930
3433,35987,21,970,40176
3434,35988,21,710,24504
3435,35989,21,1220,49140
3436,36003,21,840,30688
3437,36005,21,700,27113
3438,36006,21,580,23975
3439,36009,21,1000,45346
3440,36010,21,2120,72353
3441,36013,21,190,14429
3442,36016,21,1260,43432
3443,36017,21,610,19380
3444,36020,21,540,20211
3445,36022,21,5360,301227
3446,36024,21,2600,125673
3447,36025,21,1640,68624
3448,36026,21,430,21627
3449,36027,21,6320,241278
3450,36028,21,660,24670
3451,36029,21,400,18958
3452,36030,21,220,6526
3453,36032,21,1120,34152
3454,36033,21,1600,52945
3455,36034,21,330,12320
3456,36035,21,810,33283
3457,36036,21,840,30299
3458,36037,21,5730,274500
3459,36039,21,110,3368
3460,36040,21,1670,44766
3461,36041,21,580,21776
3462,36042,21,540,22418
3463,36043,21,1710,82178
3464,36046,21,560,24497
3465,36047,21,670,22186
3466,36048,21,570,19390
3467,36049,21,2190,92096
3468,36051,21,930,36888
3469,36052,21,380,35329
3470,36053,21,840,24485
3471,36054,21,6560,304989
3472,36064,21,3930,344208
3473,36066,21,8300,468560
3474,36067,21,11010,549530
3475,36069,21,830,34117
3476,36071,21,380,12513
3477,36075,21,890,31990
3478,36078,21,5630,245179
3479,36079,21,3540,157084
3480,36080,21,1010,55718
3481,36081,21,5890,269393
3482,36083,21,3760,111874
3483,36088,21,1130,29399
3484,36089,21,3010,90474
3485,36091,21,1470,59584
3486,36092,21,8580,382496
3487,36093,21,4740,338023
3488,36104,21,2960,93005
3489,36105,21,5280,153558
3490,36106,21,6870,493090
3491,36107,21,3700,97020
3492,36108,21,8800,224488
3493,36109,21,11710,564671
3494,36110,21,5170,123642
3495,36111,21,5970,394800
3496,36113,21,330,18870
3497,36115,21,230,10312
3498,36116,21,19480,723444
3499,36117,21,21970,1513763
3500,36201,21,6630,188274
3501,36203,21,8270,381849
3502,36205,21,340,16550
3503,36206,21,4670,205788
3504,36207,21,8060,474699
3505,36250,21,2050,100567
3506,36251,21,2080,79210
3507,36255,21,350,13810
3508,36256,21,630,25514
3509,36258,21,600,24498
3510,36260,21,1610,64099
3511,36262,21,520,18684
3512,36263,21,270,10000
3513,36264,21,3470,145750
3514,36265,21,7560,346355
3515,36266,21,2090,79164
3516,36268,21,2230,94092
3517,36269,21,450,16541
3518,36271,21,2350,104626
3519,36272,21,4730,176169
3520,36273,21,1050,47287
3521,36274,21,4330,152193
3522,36276,21,850,29781
3523,36277,21,2390,95328
3524,36278,21,1790,85174
3525,36279,21,1060,42895
3526,36280,21,1490,58334
3527,36301,21,15040,598469
3528,36303,21,13430,684687
3529,36305,21,6660,503191
3530,36310,21,2540,98218
3531,36311,21,1020,43806
3532,36312,21,2460,109804
3533,36314,21,240,9076
3534,36316,21,770,35883
3535,36317,21,180,6243
3536,36318,21,500,21903
3537,36319,21,920,44700
3538,36320,21,1390,50995
3539,36321,21,710,27933
3540,36322,21,3520,142751
3541,36323,21,3070,126971
3542,36330,21,14370,775932
3543,36340,21,2200,86116
3544,36343,21,590,20608
3545,36344,21,2140,86195
3546,36345,21,3410,162865
3547,36346,21,530,23293
3548,36350,21,2910,123012
3549,36351,21,1420,68939
3550,36352,21,2060,102358
3551,36353,21,820,33622
3552,36360,21,7710,332493
3553,36362,21,1320,55673
3554,36370,21,380,14443
3555,36373,21,230,7366
3556,36374,21,480,21411
3557,36375,21,2820,105849
3558,36376,21,980,34714
3559,36401,21,3060,114860
3560,36420,21,4650,212115
3561,36421,21,3500,178573
3562,36425,21,370,10868
3563,36426,21,5700,238785
3564,36432,21,1000,35645
3565,36435,21,220,5724
3566,36436,21,180,7355
3567,36441,21,1410,61108
3568,36442,21,1190,40616
3569,36444,21,240,8344
3570,36445,21,1580,59423
3571,36451,21,1960,89632
3572,36453,21,890,37902
3573,36456,21,730,26294
3574,36460,21,3320,152861
3575,36467,21,3900,161047
3576,36471,21,420,12977
3577,36474,21,1160,47341
3578,36475,21,750,28929
3579,36477,21,1770,72320
3580,36480,21,720,33209
3581,36481,21,130,2932
3582,36482,21,410,11989
3583,36483,21,190,6574
3584,36502,21,6260,232952
3585,36505,21,630,27461
3586,36507,21,7780,349350
3587,36509,21,880,39884
3588,36511,21,410,17887
3589,36518,21,1100,66218
3590,36521,21,2070,89683
3591,36522,21,2940,117028
3592,36523,21,1060,45776
3593,36524,21,430,15465
3594,36525,21,880,39892
3595,36526,21,13690,886078
3596,36527,21,5680,477933
3597,36528,21,700,47531
3598,36529,21,240,10401
3599,36530,21,3060,139510
3600,36532,21,12440,906302
3601,36535,21,11280,448211
3602,36538,21,150,5261
3603,36539,21,270,13352
3604,36540,21,350,10879
3605,36541,21,5990,269625
3606,36542,21,5520,312582
3607,36544,21,4460,176015
3608,36545,21,3700,172683
3609,36548,21,490,25456
3610,36549,21,2170,99775
3611,36551,21,3530,161178
3612,36553,21,1260,45013
3613,36555,21,610,41818
3614,36558,21,1320,61430
3615,36560,21,1400,44862
3616,36561,21,3610,271756
3617,36562,21,710,28331
3618,36567,21,5510,225758
3619,36569,21,310,14066
3620,36571,21,6660,342013
3621,36572,21,3010,167556
3622,36574,21,540,24709
3623,36575,21,8170,378589
3624,36576,21,1840,79628
3625,36578,21,780,38432
3626,36579,21,750,33438
3627,36580,21,2310,97319
3628,36582,21,9890,445497
3629,36583,21,240,12629
3630,36584,21,270,11807
3631,36585,21,400,18579
3632,36587,21,4150,180367
3633,36602,21,530,32588
3634,36603,21,2820,69154
3635,36604,21,4050,201457
3636,36605,21,11990,365251
3637,36606,21,8340,320973
3638,36607,21,2750,146911
3639,36608,21,15410,1083400
3640,36609,21,10660,467243
3641,36610,21,4970,103298
3642,36611,21,2470,76407
3643,36612,21,1850,42578
3644,36613,21,4970,171764
3645,36617,21,5770,139932
3646,36618,21,7590,285604
3647,36619,21,6480,338283
3648,36693,21,8700,494766
3649,36695,21,20520,1272501
3650,36701,21,9390,361619
3651,36703,21,4620,131486
3652,36720,21,290,6404
3653,36722,21,160,4961
3654,36726,21,1830,70339
3655,36728,21,250,7498
3656,36732,21,3550,158272
3657,36736,21,490,16352
3658,36738,21,360,11976
3659,36740,21,480,14330
3660,36742,21,970,44228
3661,36744,21,2600,91155
3662,36748,21,1300,56850
3663,36749,21,430,14017
3664,36750,21,1180,47597
3665,36751,21,310,8082
3666,36752,21,750,34272
3667,36754,21,100,3775
3668,36756,21,2130,71024
3669,36758,21,540,21565
3670,36759,21,630,20377
3671,36761,21,430,13357
3672,36765,21,510,13991
3673,36767,21,740,20725
3674,36768,21,310,9550
3675,36769,21,1080,33282
3676,36773,21,180,5083
3677,36775,21,330,11087
3678,36776,21,590,16572
3679,36782,21,830,37511
3680,36783,21,330,13433
3681,36784,21,3220,146690
3682,36785,21,520,17441
3683,36786,21,1270,30598
3684,36790,21,120,5040
3685,36792,21,450,19557
3686,36793,21,220,8358
3687,36801,21,9830,425299
3688,36804,21,7550,305822
3689,36830,21,14910,1089476
3690,36832,21,7380,271188
3691,36850,21,1110,32250
3692,36852,21,980,32889
3693,36853,21,3420,171367
3694,36854,21,6670,245523
3695,36855,21,570,20487
3696,36856,21,2530,109624
3697,36858,21,250,8685
3698,36860,21,760,21001
3699,36861,21,1300,72173
3700,36862,21,2500,83376
3701,36863,21,5370,189156
3702,36866,21,1650,60118
3703,36867,21,9320,369434
3704,36869,21,11430,356756
3705,36870,21,7730,322053
3706,36871,21,430,18789
3707,36874,21,3320,159928
3708,36875,21,2570,97836
3709,36877,21,5130,234382
3710,36879,21,820,47156
3711,36904,21,1670,81593
3712,36907,21,690,22840
3713,36908,21,880,47379
3714,36912,21,730,21847
3715,36915,21,200,9697
3716,36916,21,250,10556
3717,36919,21,750,31853
3718,36921,21,410,19162
3719,36922,21,220,7195
3720,36925,21,1240,31872
3721,38601,21,1060,35372
3722,38603,21,1090,37606
3723,38606,21,6650,295194
3724,38610,21,1310,46300
3725,38611,21,7240,270652
3726,38614,21,7810,305044
3727,38617,21,270,6428
3728,38618,21,4930,195259
3729,38619,21,2040,61870
3730,38620,21,1420,44827
3731,38621,21,630,15320
3732,38625,21,380,13508
3733,38626,21,490,23490
3734,38627,21,470,18191
3735,38629,21,680,24603
3736,38632,21,10980,683531
3737,38633,21,930,31395
3738,38635,21,5970,196351
3739,38637,21,11710,404761
3740,38641,21,1000,51252
3741,38642,21,1050,34142
3742,38643,21,820,20949
3743,38645,21,620,27866
3744,38646,21,1280,45062
3745,38647,21,410,11583
3746,38650,21,1470,59203
3747,38651,21,3480,200967
3748,38652,21,7040,294640
3749,38654,21,21840,1307103
3750,38655,21,14970,947992
3751,38658,21,940,35354
3752,38659,21,1070,40608
3753,38661,21,760,28384
3754,38663,21,4800,183237
3755,38664,21,1350,34444
3756,38665,21,940,34503
3757,38666,21,2790,94193
3758,38668,21,5620,253147
3759,38670,21,510,11233
3760,38671,21,16660,653188
3761,38672,21,5210,350275
3762,38673,21,460,17615
3763,38674,21,370,13743
3764,38676,21,2890,101814
3765,38680,21,2910,120834
3766,38683,21,1750,60297
3767,38685,21,540,18562
3768,38701,21,9220,352209
3769,38703,21,5200,151931
3770,38720,21,210,7005
3771,38721,21,500,16967
3772,38725,21,380,16523
3773,38726,21,190,6056
3774,38730,21,780,35901
3775,38732,21,7230,502492
3776,38736,21,210,6501
3777,38737,21,1110,30999
3778,38740,21,190,6347
3779,38744,21,350,16068
3780,38746,21,270,7080
3781,38748,21,1440,61834
3782,38751,21,4930,200504
3783,38753,21,580,27693
3784,38754,21,580,18058
3785,38756,21,2880,110354
3786,38759,21,590,34269
3787,38761,21,890,24533
3788,38762,21,960,22615
3789,38769,21,900,28904
3790,38771,21,1280,37538
3791,38773,21,1280,37684
3792,38774,21,1020,27946
3793,38778,21,630,20328
3794,38801,21,11840,571885
3795,38804,21,7010,397104
3796,38821,21,4890,229504
3797,38824,21,3270,120376
3798,38826,21,2140,143582
3799,38827,21,1170,46658
3800,38828,21,1640,67715
3801,38829,21,6950,264116
3802,38833,21,880,29074
3803,38834,21,10310,436850
3804,38838,21,550,19852
3805,38841,21,1350,47403
3806,38843,21,4280,198669
3807,38846,21,810,29518
3808,38847,21,1270,47936
3809,38848,21,320,12967
3810,38849,21,2230,97760
3811,38850,21,1420,46579
3812,38851,21,3530,133225
3813,38852,21,3430,143987
3814,38855,21,1800,73140
3815,38856,21,660,29072
3816,38857,21,1460,63546
3817,38858,21,2740,95577
3818,38859,21,270,8994
3819,38860,21,2600,75433
3820,38862,21,1180,43871
3821,38863,21,8300,333066
3822,38864,21,550,20115
3823,38865,21,1910,68060
3824,38866,21,5240,275405
3825,38868,21,2320,77529
3826,38870,21,1060,43358
3827,38871,21,740,30712
3828,38873,21,1050,39775
3829,38876,21,470,18268
3830,38878,21,1120,34534
3831,38901,21,7410,297390
3832,38913,21,150,5042
3833,38914,21,190,6185
3834,38915,21,1620,56951
3835,38916,21,1800,62511
3836,38917,21,1280,65789
3837,38920,21,290,8150
3838,38921,21,1900,59581
3839,38922,21,1370,44154
3840,38923,21,470,16242
3841,38924,21,310,9548
3842,38925,21,890,30322
3843,38927,21,480,16144
3844,38928,16,220,8805
3845,38929,21,510,16158
3846,38930,21,9500,420033
3847,38940,21,840,32974
3848,38941,21,1750,55691
3849,38943,21,280,15262
3850,38944,21,190,6980
3851,38948,21,850,28648
3852,38949,21,120,4209
3853,38950,21,130,3748
3854,38951,21,400,12830
3855,38952,21,240,9957
3856,38953,21,280,10538
3857,38954,21,550,15057
3858,38961,21,410,12467
3859,38963,21,630,18988
3860,38965,21,3770,141373
3861,38967,21,2890,110075
3862,39038,21,2400,81725
3863,39039,21,940,43349
3864,39040,21,1340,59271
3865,39041,21,1640,60309
3866,39042,21,14590,855915
3867,39044,21,1450,58720
3868,39045,21,620,15661
3869,39046,21,11770,464766
3870,39047,21,16520,1234811
3871,39051,21,6300,243976
3872,39054,21,260,7891
3873,39056,21,11610,649656
3874,39057,21,880,28431
3875,39059,21,4920,185464
3876,39063,21,1420,36239
3877,39066,21,1900,70330
3878,39067,21,500,17200
3879,39069,21,2170,61185
3880,39071,21,2320,146927
3881,39073,21,8280,388463
3882,39074,21,6120,209901
3883,39078,21,320,11154
3884,39079,21,760,20518
3885,39082,21,550,21171
3886,39083,21,4080,136099
3887,39086,21,780,19778
3888,39090,21,5080,209427
3889,39092,21,1240,46447
3890,39094,21,1400,53617
3891,39095,21,2790,81874
3892,39096,21,780,25352
3893,39097,21,290,8229
3894,39108,21,690,25840
3895,39110,21,17680,1916330
3896,39111,21,3980,166567
3897,39114,21,3790,154668
3898,39116,21,970,45367
3899,39117,21,4050,148598
3900,39119,21,2160,74584
3901,39120,21,11860,514752
3902,39140,21,910,36488
3903,39144,21,420,10967
3904,39145,21,2120,96081
3905,39146,21,1160,33864
3906,39149,21,670,22051
3907,39150,21,2390,77429
3908,39152,21,450,16379
3909,39153,21,1370,57150
3910,39154,21,3800,211325
3911,39156,21,240,11925
3912,39157,21,11260,1001426
3913,39159,21,1110,40219
3914,39160,21,1080,36389
3915,39166,21,220,6881
3916,39168,21,2610,98488
3917,39169,21,1140,28139
3918,39170,21,4430,244823
3919,39175,21,2080,76103
3920,39176,21,790,28449
3921,39179,21,480,16829
3922,39180,21,14050,625587
3923,39183,21,6500,303820
3924,39189,21,1400,47492
3925,39191,21,3010,137511
3926,39192,21,640,22923
3927,39194,21,6510,244689
3928,39201,21,370,59760
3929,39202,21,3450,174808
3930,39203,21,2320,43275
3931,39204,21,7580,161367
3932,39206,21,11780,380852
3933,39208,21,12720,519322
3934,39209,21,12930,303205
3935,39211,21,11860,1126918
3936,39212,21,15090,426000
3937,39213,21,10280,244226
3938,39216,21,1730,193407
3939,39218,21,3090,123773
3940,39232,21,3500,269681
3941,39272,21,6330,275362
3942,39301,21,10130,390113
3943,39305,21,8360,583769
3944,39307,21,6330,180508
3945,39320,21,760,42488
3946,39322,21,750,31263
3947,39323,21,510,22010
3948,39325,21,2460,135906
3949,39326,21,300,11331
3950,39327,21,1520,69919
3951,39328,21,1850,59282
3952,39330,21,1180,59522
3953,39332,21,700,31235
3954,39335,21,1410,56678
3955,39336,21,540,17204
3956,39337,21,720,30913
3957,39338,21,1260,43327
3958,39339,21,6160,235754
3959,39341,21,2880,86669
3960,39342,21,810,42061
3961,39345,21,2620,92178
3962,39346,21,870,33047
3963,39347,21,580,25017
3964,39348,21,240,5734
3965,39350,21,10070,382101
3966,39352,21,330,9918
3967,39354,21,650,22177
3968,39355,21,2730,117550
3969,39356,21,280,11649
3970,39358,21,550,17263
3971,39360,21,1590,52633
3972,39361,21,560,17340
3973,39362,21,990,38328
3974,39363,21,680,24241
3975,39364,21,1240,47258
3976,39365,21,2840,116668
3977,39366,21,500,15213
3978,39367,21,6060,286334
3979,39401,21,17120,575394
3980,39402,21,17070,1204883
3981,39421,21,1390,44910
3982,39422,21,2280,100566
3983,39423,21,960,32507
3984,39425,21,640,24325
3985,39426,21,6160,325526
3986,39427,21,470,15887
3987,39428,21,3920,144905
3988,39429,21,6580,322438
3989,39437,21,4770,241741
3990,39439,21,1810,65733
3991,39440,21,8010,318505
3992,39443,21,8960,439020
3993,39451,21,1560,73684
3994,39452,21,10160,486446
3995,39455,21,3250,131495
3996,39456,21,610,22035
